Median_House_Value,Median_Income,Median_Age,Tot_Rooms,Tot_Bedrooms,Population,Households,Latitude,Longitude,Distance_to_coast,Distance_to_LA,Distance_to_SanDiego,Distance_to_SanJose,Distance_to_SanFrancisco
69400.00,1.39,15.00,1171.00,328.00,1024.00,298.00,32.80,-115.56,20717.48,285319.07,150010.71,765506.96,833125.78
58300.00,1.34,18.00,1178.00,438.00,1377.00,429.00,32.79,-115.56,19907.62,285875.71,149953.76,766265.33,833891.75
76200.00,3.21,34.00,2856.00,555.00,1627.00,522.00,32.78,-115.56,19128.13,286435.59,149905.04,767024.56,834658.50
62500.00,1.17,20.00,2372.00,835.00,2283.00,767.00,32.79,-115.56,19907.62,285875.71,149953.76,766265.33,833891.75
68100.00,1.67,50.00,1291.00,277.00,864.00,274.00,32.79,-115.57,20462.74,285067.65,149020.06,765582.27,833214.66
70800.00,3.06,46.00,2511.00,490.00,1583.00,469.00,32.78,-115.56,19128.13,286435.59,149905.04,767024.56,834658.50
86200.00,4.62,35.00,1185.00,202.00,615.00,191.00,32.78,-115.56,19128.13,286435.59,149905.04,767024.56,834658.50
99600.00,5.13,25.00,2007.00,301.00,1135.00,332.00,32.78,-115.57,19570.41,285629.02,148970.93,766342.10,833981.95
76200.00,3.16,29.00,1568.00,283.00,848.00,245.00,32.78,-115.56,19128.13,286435.59,149905.04,767024.56,834658.50
84300.00,2.80,5.00,2652.00,606.00,1767.00,536.00,32.78,-115.55,18459.29,287242.89,150839.18,767707.49,835335.48
110100.00,5.78,5.00,2494.00,414.00,1416.00,421.00,32.78,-115.58,19014.58,284823.19,148036.82,765660.11,833305.84
159900.00,6.38,8.00,2183.00,307.00,1000.00,287.00,32.79,-115.59,19431.56,283453.74,147152.69,764217.57,831861.79
64400.00,1.66,14.00,1687.00,507.00,762.00,451.00,32.79,-115.58,19931.87,284260.33,148086.37,764899.68,832538.01
73600.00,3.60,34.00,1152.00,208.00,621.00,208.00,32.79,-115.57,20462.74,285067.65,149020.06,765582.27,833214.66
86400.00,4.04,29.00,2321.00,367.00,1173.00,360.00,32.78,-115.57,19570.41,285629.02,148970.93,766342.10,833981.95
97200.00,6.27,20.00,1534.00,235.00,871.00,222.00,32.78,-115.57,19570.41,285629.02,148970.93,766342.10,833981.95
87500.00,4.30,15.00,1413.00,279.00,803.00,277.00,32.78,-115.57,19570.41,285629.02,148970.93,766342.10,833981.95
140300.00,4.48,15.00,1278.00,217.00,653.00,185.00,32.76,-115.56,17676.21,287564.96,149832.31,768545.59,836194.30
94400.00,2.58,30.00,935.00,177.00,649.00,148.00,32.69,-115.59,11471.28,289240.23,147031.11,771865.93,839579.99
64000.00,1.90,17.00,1960.00,389.00,1691.00,356.00,32.69,-115.49,7996.92,297189.86,156386.04,778648.84,846307.69
95800.00,1.68,19.00,583.00,113.00,531.00,134.00,32.70,-115.40,4371.86,303844.34,164780.82,784035.94,851634.55
70100.00,1.38,25.00,2322.00,573.00,2185.00,602.00,32.67,-115.49,7415.79,298354.33,156460.04,780176.76,847849.66
73100.00,1.48,24.00,1266.00,275.00,1083.00,298.00,32.67,-115.49,7415.79,298354.33,156460.04,780176.76,847849.66
91200.00,2.33,15.00,3414.00,666.00,2097.00,622.00,32.68,-115.48,6733.04,298568.33,157354.50,780092.68,847752.93
88400.00,1.59,18.00,3631.00,913.00,3565.00,924.00,32.68,-115.50,8537.58,296973.61,155483.69,778732.56,846404.10
75500.00,2.18,35.00,2159.00,492.00,1694.00,475.00,32.67,-115.50,8345.65,297558.82,155524.78,779497.53,847176.00
84700.00,1.13,29.00,1523.00,440.00,1302.00,393.00,32.67,-115.49,7415.79,298354.33,156460.04,780176.76,847849.66
72700.00,2.63,11.00,2872.00,610.00,2644.00,581.00,32.68,-115.51,9449.71,296177.39,154548.28,778053.21,845730.34
67700.00,2.06,6.00,2804.00,581.00,2807.00,594.00,32.67,-115.52,10208.79,295970.13,153654.26,778140.46,845829.98
81300.00,1.73,17.00,290.00,94.00,135.00,57.00,33.33,-116.05,79296.19,218261.45,124078.86,692060.48,759547.48
51300.00,1.26,16.00,245.00,57.00,81.00,33.00,33.19,-116.00,63505.53,228799.71,120488.53,705940.98,773522.26
32500.00,4.02,15.00,208.00,49.00,51.00,20.00,32.93,-115.88,35909.85,252213.01,122055.23,733834.91,801545.27
43900.00,1.43,26.00,1134.00,280.00,329.00,158.00,32.74,-116.00,13535.92,254303.93,108643.94,740611.24,808489.45
57500.00,1.54,18.00,414.00,86.00,98.00,54.00,32.69,-115.90,11119.08,265148.23,118032.30,751149.13,819010.56
62800.00,2.87,20.00,1996.00,515.00,659.00,295.00,33.41,-116.01,87984.36,218551.19,132158.45,688974.31,756347.13
54300.00,2.01,15.00,1945.00,536.00,515.00,273.00,33.40,-115.99,86840.20,220674.24,133041.66,691105.22,758472.89
58800.00,2.70,5.00,186.00,43.00,41.00,21.00,33.38,-115.94,84712.33,225796.01,135677.39,696069.88,763419.18
53800.00,1.47,8.00,240.00,46.00,63.00,24.00,33.32,-115.98,77943.37,224707.44,128999.62,697663.62,765108.07
67500.00,0.92,15.00,459.00,95.00,160.00,73.00,33.36,-115.91,82424.94,229176.87,136865.40,699631.76,766978.89
62800.00,1.79,19.00,1210.00,248.00,329.00,155.00,33.34,-115.90,80043.43,230825.46,136527.96,701790.20,769151.20
54400.00,1.13,27.00,322.00,81.00,112.00,57.00,33.30,-115.96,75750.96,227264.86,129475.91,700529.00,767978.56
53800.00,1.90,12.00,99.00,25.00,37.00,17.00,33.28,-115.95,73562.01,228972.91,129199.99,702699.58,770161.65
47500.00,5.34,2.00,96.00,18.00,30.00,16.00,33.26,-115.80,69548.61,242719.21,140632.87,714640.47,782008.31
59200.00,0.90,24.00,796.00,243.00,227.00,139.00,33.43,-114.73,79468.95,332158.54,240037.66,780827.93,846924.41
57500.00,3.16,18.00,1183.00,363.00,374.00,127.00,33.07,-114.98,42694.56,321506.53,207416.56,786684.41,853584.15
50000.00,1.77,19.00,749.00,238.00,476.00,169.00,33.36,-115.73,80064.77,244922.62,151416.62,712347.83,779544.32
30000.00,1.21,23.00,1586.00,448.00,338.00,182.00,33.35,-115.73,78953.63,245287.09,150900.45,713064.43,780272.98
25000.00,0.86,21.00,44.00,33.00,64.00,27.00,32.79,-114.65,10854.29,361822.87,234967.08,830235.18,897197.41
56100.00,1.28,19.00,2570.00,820.00,1431.00,608.00,32.80,-114.55,18860.09,369954.78,244338.86,836762.68,903627.66
45000.00,0.86,15.00,1448.00,378.00,949.00,300.00,32.76,-114.63,10160.10,364887.53,236783.16,833801.56,900782.63
44000.00,1.20,17.00,1388.00,386.00,775.00,320.00,32.74,-114.66,6650.06,363252.26,233968.05,833065.60,900094.59
141500.00,4.16,19.00,2460.00,405.00,1225.00,425.00,37.40,-118.43,281810.61,372633.96,533500.66,306104.66,354985.89
166000.00,3.21,19.00,2682.00,518.00,1134.00,399.00,37.39,-118.60,267721.10,372532.86,535981.74,291082.14,340277.62
118800.00,3.08,20.00,1468.00,283.00,721.00,270.00,37.25,-118.45,285168.38,356063.25,517663.57,304705.61,355932.52
139700.00,4.34,26.00,3135.00,524.00,1385.00,523.00,37.37,-118.45,281051.60,369388.28,530648.24,304338.48,353714.26
180400.00,4.38,21.00,3302.00,557.00,1413.00,520.00,37.35,-118.42,284233.37,367039.96,527883.89,307010.70,356670.38
54400.00,1.74,18.00,2281.00,520.00,1425.00,465.00,37.36,-118.42,283910.71,368150.82,528967.81,306998.11,356501.67
116100.00,1.97,34.00,2465.00,619.00,1172.00,575.00,37.36,-118.40,285603.65,368077.21,528576.79,308765.67,358249.33
105800.00,1.83,25.00,3295.00,824.00,1477.00,770.00,37.37,-118.39,286134.23,369154.92,529468.83,309640.61,358958.75
98400.00,2.33,38.00,1813.00,410.00,902.00,396.00,37.36,-118.39,286450.41,368043.71,528383.53,309649.45,359123.21
80600.00,2.33,35.00,2563.00,530.00,861.00,371.00,36.94,-118.31,287021.48,321160.91,481268.09,320620.17,375845.18
74200.00,2.04,34.00,2090.00,478.00,896.00,426.00,36.64,-118.05,284123.63,288281.83,443857.38,349954.93,407940.31
104700.00,2.26,23.00,2311.00,487.00,1019.00,384.00,36.63,-118.18,277752.77,286692.56,445099.02,338982.53,397388.22
45500.00,1.79,25.00,1709.00,439.00,632.00,292.00,36.13,-117.69,246372.66,236463.82,382733.76,397771.72,459185.61
14999.00,2.10,19.00,619.00,239.00,490.00,164.00,36.40,-117.02,297347.75,283729.02,409874.98,445744.28,503631.72
64900.00,2.76,42.00,2271.00,458.00,1124.00,447.00,35.42,-119.02,123564.96,167817.13,346013.77,333918.15,401510.38
62400.00,2.57,45.00,1628.00,352.00,754.00,334.00,35.42,-119.03,123173.46,168205.39,346470.28,333229.31,400834.08
67900.00,2.61,38.00,2952.00,598.00,1491.00,568.00,35.42,-119.03,123173.46,168205.39,346470.28,333229.31,400834.08
87100.00,4.32,14.00,3520.00,604.00,1748.00,582.00,35.45,-119.03,126194.84,171221.98,349353.94,331069.54,398619.85
77000.00,3.03,5.00,2133.00,487.00,1182.00,438.00,35.44,-119.05,124432.13,170994.33,349305.10,330406.92,398001.48
84400.00,4.01,29.00,3415.00,631.00,1527.00,597.00,35.44,-119.02,125571.07,169831.56,347937.94,332478.95,400034.82
70700.00,3.17,39.00,2033.00,370.00,956.00,379.00,35.43,-119.02,124567.09,168823.69,346975.41,333197.47,400771.74
67200.00,2.27,40.00,1089.00,226.00,520.00,218.00,35.42,-119.02,123564.96,167817.13,346013.77,333918.15,401510.38
57400.00,1.85,36.00,2044.00,447.00,1021.00,374.00,35.42,-119.02,123564.96,167817.13,346013.77,333918.15,401510.38
52600.00,1.46,40.00,1912.00,439.00,1015.00,413.00,35.42,-119.02,123564.96,167817.13,346013.77,333918.15,401510.38
54600.00,1.63,42.00,1705.00,418.00,905.00,393.00,35.42,-119.03,123173.46,168205.39,346470.28,333229.31,400834.08
54300.00,1.79,41.00,1808.00,435.00,1005.00,373.00,35.41,-119.03,122169.96,167202.55,345510.87,333953.53,401575.60
54700.00,1.84,47.00,1691.00,402.00,913.00,358.00,35.42,-119.04,122787.48,168597.70,346928.64,332541.46,400158.64
57000.00,2.84,41.00,1992.00,421.00,1006.00,419.00,35.42,-119.05,122407.07,168994.05,347388.83,331854.59,399484.04
63200.00,2.33,35.00,2353.00,483.00,1368.00,455.00,35.42,-119.05,122407.07,168994.05,347388.83,331854.59,399484.04
67000.00,2.06,21.00,2534.00,554.00,1297.00,517.00,35.41,-119.02,122564.72,166811.91,345053.03,334640.97,402250.74
51900.00,1.97,41.00,2221.00,516.00,1106.00,473.00,35.41,-119.02,122564.72,166811.91,345053.03,334640.97,402250.74
53200.00,2.03,37.00,1761.00,443.00,911.00,365.00,35.41,-119.03,122169.96,167202.55,345510.87,333953.53,401575.60
69400.00,3.06,25.00,1577.00,310.00,844.00,309.00,35.41,-119.04,121780.75,167597.26,345970.55,333267.09,400901.32
51400.00,1.32,31.00,2348.00,701.00,1413.00,611.00,35.41,-119.02,122564.72,166811.91,345053.03,334640.97,402250.74
63500.00,2.18,35.00,2608.00,620.00,1566.00,583.00,35.40,-119.03,121168.36,166201.10,344552.37,334679.88,402318.83
67500.00,1.36,20.00,3268.00,833.00,1622.00,758.00,35.41,-119.04,121780.75,167597.26,345970.55,333267.09,400901.32
132000.00,5.53,10.00,4159.00,608.00,2089.00,591.00,35.42,-119.08,121299.81,170206.98,348780.36,329799.97,397465.40
107600.00,2.68,19.00,3889.00,832.00,1872.00,731.00,35.42,-119.07,121663.19,169798.72,348314.70,330483.84,398137.41
130600.00,5.62,12.00,3449.00,522.00,1754.00,551.00,35.41,-119.09,119919.78,169630.89,348296.40,329849.84,397542.79
2e+05,10.03,52.00,154.00,28.00,37.00,16.00,35.42,-119.11,120244.59,171455.16,350188.14,327754.47,395454.57
237500.00,4.86,28.00,254.00,35.00,118.00,37.00,35.43,-119.09,121966.23,171608.95,350200.19,328386.51,396047.41
126400.00,3.86,18.00,1894.00,319.00,846.00,317.00,35.40,-119.05,120389.02,166999.43,345476.25,333310.79,400973.44
132200.00,5.58,10.00,6435.00,1040.00,3242.00,1030.00,35.39,-119.08,118246.75,167239.37,345924.92,332000.21,399712.57
44600.00,1.71,11.00,8739.00,2190.00,4781.00,1919.00,35.40,-119.01,121969.99,165419.12,343635.89,336052.93,403667.62
59400.00,1.83,29.00,1820.00,459.00,1134.00,419.00,35.39,-119.01,120977.06,164414.23,342675.64,336778.59,404410.22
50600.00,1.44,36.00,790.00,224.00,426.00,208.00,35.38,-119.01,119986.21,163410.73,341716.31,337506.35,405154.52
60000.00,1.35,30.00,227.00,75.00,169.00,101.00,35.39,-119.02,120570.11,164805.59,343134.29,336092.97,403736.56
90400.00,4.02,43.00,2225.00,392.00,890.00,374.00,35.40,-118.99,122793.48,164653.71,342726.85,337429.88,405019.79
84600.00,3.57,48.00,1908.00,331.00,789.00,321.00,35.40,-118.99,122793.48,164653.71,342726.85,337429.88,405019.79
93900.00,4.39,44.00,2250.00,378.00,928.00,379.00,35.40,-119.00,122379.03,165034.33,343180.43,336740.92,404343.28
79400.00,3.77,42.00,2839.00,516.00,1203.00,487.00,35.39,-119.00,121389.49,164027.04,342218.85,337465.19,405084.73
72100.00,2.83,51.00,1373.00,284.00,648.00,300.00,35.39,-119.00,121389.49,164027.04,342218.85,337465.19,405084.73
85500.00,4.00,36.00,1896.00,315.00,937.00,303.00,35.41,-118.97,124619.83,164920.79,342791.77,338092.71,405638.99
76200.00,3.19,34.00,1859.00,323.00,854.00,309.00,35.40,-118.97,123638.38,163905.11,341825.32,338810.70,406375.29
69800.00,2.84,34.00,813.00,171.00,440.00,170.00,35.40,-118.98,123213.28,164277.30,342275.14,338119.81,405697.13
73100.00,2.98,36.00,1443.00,273.00,680.00,259.00,35.40,-118.98,123213.28,164277.30,342275.14,338119.81,405697.13
76600.00,3.42,36.00,1864.00,331.00,1052.00,325.00,35.40,-118.98,123213.28,164277.30,342275.14,338119.81,405697.13
94500.00,3.88,36.00,1482.00,266.00,640.00,274.00,35.41,-118.98,124198.14,165290.64,343240.27,337400.44,404959.68
89000.00,3.23,28.00,4667.00,875.00,2404.00,841.00,35.40,-118.96,124068.72,163537.19,341377.39,339502.55,407054.29
87100.00,2.95,29.00,3548.00,729.00,1542.00,659.00,35.41,-118.96,125046.74,164555.18,342345.16,338785.93,406319.13
101700.00,3.69,23.00,4483.00,894.00,2136.00,883.00,35.40,-118.95,124504.26,163173.55,340931.36,340195.34,407734.11
89100.00,3.55,27.00,2473.00,400.00,1271.00,427.00,35.40,-118.96,124068.72,163537.19,341377.39,339502.55,407054.29
79000.00,3.13,23.00,5624.00,1148.00,2842.00,1042.00,35.39,-118.96,123092.98,162520.43,340410.50,340221.28,407791.15
92900.00,3.67,34.00,2047.00,347.00,888.00,352.00,35.38,-118.96,122119.56,161504.93,339444.49,340942.13,408529.71
95200.00,3.59,35.00,2220.00,388.00,906.00,373.00,35.38,-118.95,122562.13,161136.61,338995.81,341632.17,409207.25
85600.00,3.06,41.00,2417.00,435.00,973.00,406.00,35.38,-118.96,122119.56,161504.93,339444.49,340942.13,408529.71
87000.00,3.75,26.00,4800.00,831.00,2365.00,743.00,35.38,-118.94,123009.87,160772.65,338549.04,342323.17,409885.61
83100.00,3.73,30.00,2594.00,478.00,1419.00,480.00,35.38,-118.95,122562.13,161136.61,338995.81,341632.17,409207.25
70600.00,3.83,33.00,3122.00,579.00,1733.00,545.00,35.38,-118.92,123920.63,160057.90,337661.25,343707.98,411244.78
99500.00,3.88,21.00,3999.00,727.00,1889.00,688.00,35.41,-118.95,125478.83,164193.84,341900.45,339480.10,407000.09
104600.00,4.22,14.00,5548.00,941.00,2815.00,935.00,35.40,-118.94,124944.93,162814.23,340487.23,340889.07,408414.74
139100.00,5.46,27.00,3074.00,452.00,1223.00,452.00,35.39,-118.94,123976.19,161792.84,339517.70,341605.06,409149.33
194100.00,7.78,13.00,3137.00,417.00,1318.00,397.00,35.39,-118.94,123976.19,161792.84,339517.70,341605.06,409149.33
100800.00,3.09,6.00,4656.00,971.00,2320.00,935.00,35.41,-118.90,127715.00,162452.20,339705.58,342964.89,410417.04
143000.00,6.36,10.00,3216.00,526.00,1539.00,483.00,35.41,-118.94,125916.04,163836.80,341457.63,340175.20,407681.87
113000.00,2.57,10.00,3587.00,774.00,1398.00,763.00,35.40,-118.91,126297.22,161762.46,339166.37,342975.86,410461.52
87000.00,3.54,14.00,2458.00,433.00,1352.00,411.00,35.37,-118.87,124958.09,157314.28,334498.73,347896.99,415386.94
67600.00,3.35,32.00,4121.00,755.00,2590.00,721.00,35.37,-118.91,123430.59,158681.23,336248.50,345117.92,412660.17
105300.00,2.11,20.00,1351.00,255.00,762.00,253.00,35.34,-118.88,121538.71,154557.56,332011.18,349349.61,416907.76
75700.00,2.49,17.00,3589.00,701.00,1746.00,640.00,35.37,-118.92,122964.04,159034.27,336690.82,344425.46,411980.49
62800.00,2.69,34.00,2412.00,446.00,1558.00,421.00,35.37,-118.93,122502.50,159391.76,337135.07,343733.94,411301.62
57600.00,2.06,33.00,3372.00,741.00,2352.00,704.00,35.37,-118.94,122046.03,159753.68,337581.26,343043.37,410623.58
59700.00,1.85,23.00,1106.00,252.00,790.00,230.00,35.37,-118.94,122046.03,159753.68,337581.26,343043.37,410623.58
61300.00,2.16,34.00,1672.00,359.00,1059.00,349.00,35.37,-118.95,121594.68,160120.01,338029.36,342353.74,409946.35
57400.00,2.88,37.00,1667.00,362.00,971.00,335.00,35.37,-118.94,122046.03,159753.68,337581.26,343043.37,410623.58
55400.00,1.67,37.00,1475.00,327.00,946.00,295.00,35.37,-118.95,121594.68,160120.01,338029.36,342353.74,409946.35
52400.00,1.75,41.00,1463.00,339.00,1066.00,318.00,35.37,-118.96,121148.52,160490.70,338479.38,341665.07,409269.95
54300.00,1.37,40.00,1603.00,374.00,1026.00,337.00,35.37,-118.96,121148.52,160490.70,338479.38,341665.07,409269.95
59500.00,2.77,38.00,2121.00,433.00,1547.00,441.00,35.39,-118.97,122659.16,162890.70,340859.75,339530.82,407113.30
46800.00,1.63,32.00,1361.00,363.00,1483.00,297.00,35.38,-118.97,121682.21,161877.56,339895.08,340253.04,407853.00
50000.00,1.06,39.00,1497.00,383.00,1182.00,355.00,35.38,-118.98,121250.15,162254.49,340347.56,339564.91,407177.12
48000.00,1.00,42.00,1185.00,358.00,1038.00,299.00,35.38,-118.97,121682.21,161877.56,339895.08,340253.04,407853.00
58000.00,1.88,41.00,2396.00,602.00,1781.00,543.00,35.37,-118.97,120707.61,160865.73,338931.31,340977.35,408594.38
57500.00,1.38,35.00,1673.00,426.00,1041.00,413.00,35.38,-118.97,121682.21,161877.56,339895.08,340253.04,407853.00
51000.00,1.40,26.00,1317.00,374.00,1025.00,304.00,35.38,-118.99,120823.42,162635.68,340801.94,338877.75,406502.08
57500.00,1.35,30.00,1390.00,361.00,1116.00,298.00,35.38,-118.99,120823.42,162635.68,340801.94,338877.75,406502.08
49100.00,1.41,22.00,1812.00,457.00,1592.00,420.00,35.39,-118.98,122230.60,163265.24,341310.90,338841.31,406436.28
54800.00,1.48,24.00,1807.00,465.00,1460.00,410.00,35.38,-118.98,121250.15,162254.49,340347.56,339564.91,407177.12
50800.00,1.63,34.00,1020.00,247.00,795.00,228.00,35.38,-118.98,121250.15,162254.49,340347.56,339564.91,407177.12
49400.00,0.86,28.00,1171.00,299.00,1193.00,273.00,35.38,-118.98,121250.15,162254.49,340347.56,339564.91,407177.12
48800.00,1.60,39.00,2228.00,542.00,1516.00,435.00,35.39,-118.99,121807.36,163644.03,341763.94,338152.76,405760.09
55400.00,1.83,36.00,1438.00,348.00,1054.00,341.00,35.39,-118.99,121807.36,163644.03,341763.94,338152.76,405760.09
70100.00,2.51,52.00,2805.00,573.00,1325.00,522.00,35.39,-118.99,121807.36,163644.03,341763.94,338152.76,405760.09
50700.00,1.19,29.00,607.00,177.00,476.00,143.00,35.39,-118.98,122230.60,163265.24,341310.90,338841.31,406436.28
46900.00,1.26,32.00,2620.00,682.00,2375.00,684.00,35.39,-118.98,122230.60,163265.24,341310.90,338841.31,406436.28
55500.00,2.22,41.00,303.00,78.00,216.00,80.00,35.37,-119.00,119416.88,162016.56,340298.44,338920.02,406572.69
57400.00,1.48,36.00,832.00,198.00,814.00,174.00,35.37,-118.99,119841.73,161628.69,339840.85,339604.82,407245.75
58100.00,1.73,38.00,918.00,220.00,743.00,222.00,35.37,-118.99,119841.73,161628.69,339840.85,339604.82,407245.75
57900.00,1.16,35.00,825.00,179.00,670.00,181.00,35.37,-118.98,120271.99,161245.07,339385.13,340290.60,407919.65
42500.00,1.41,52.00,425.00,119.00,380.00,97.00,35.37,-118.97,120707.61,160865.73,338931.31,340977.35,408594.38
57500.00,1.19,44.00,434.00,110.00,274.00,86.00,35.38,-119.01,119986.21,163410.73,341716.31,337506.35,405154.52
67500.00,1.08,52.00,114.00,26.00,158.00,26.00,35.38,-119.01,119986.21,163410.73,341716.31,337506.35,405154.52
47500.00,1.91,35.00,120.00,35.00,477.00,41.00,35.37,-119.01,118997.50,162408.64,340757.92,338236.20,405900.49
66000.00,1.48,44.00,593.00,136.00,364.00,121.00,35.37,-119.01,118997.50,162408.64,340757.92,338236.20,405900.49
60000.00,0.81,52.00,90.00,35.00,36.00,31.00,35.38,-119.02,119575.84,163804.53,342176.31,336822.13,404482.00
63800.00,1.19,48.00,346.00,92.00,129.00,63.00,35.38,-119.02,119575.84,163804.53,342176.31,336822.13,404482.00
72500.00,2.05,52.00,191.00,52.00,106.00,49.00,35.39,-119.02,120570.11,164805.59,343134.29,336092.97,403736.56
84400.00,1.73,45.00,629.00,143.00,568.00,139.00,35.37,-119.01,118997.50,162408.64,340757.92,338236.20,405900.49
91800.00,3.00,38.00,2122.00,394.00,843.00,410.00,35.38,-119.03,119171.04,164202.47,342638.16,336138.90,403810.35
147100.00,2.73,52.00,1695.00,290.00,540.00,260.00,35.38,-119.03,119171.04,164202.47,342638.16,336138.90,403810.35
126600.00,1.68,52.00,1503.00,367.00,554.00,277.00,35.37,-119.03,118175.41,163205.34,341682.46,336871.54,404558.63
82700.00,2.88,44.00,1618.00,310.00,667.00,300.00,35.37,-119.04,117772.80,163609.89,342147.51,336190.70,403888.98
118700.00,2.98,28.00,4513.00,764.00,1593.00,763.00,35.39,-119.03,120168.70,165201.07,343594.80,335408.34,403063.74
66900.00,1.84,36.00,1942.00,414.00,1051.00,411.00,35.36,-119.04,116775.79,162616.78,341194.11,336926.81,404640.09
84700.00,3.65,30.00,4635.00,800.00,2307.00,754.00,35.36,-119.05,116375.44,163027.97,341662.37,336248.39,403972.47
118400.00,3.33,16.00,4507.00,1049.00,2261.00,959.00,35.36,-119.05,116375.44,163027.97,341662.37,336248.39,403972.47
110700.00,4.67,19.00,5254.00,894.00,2155.00,831.00,35.36,-119.07,115592.16,163862.55,342604.40,334894.60,402639.84
123400.00,4.58,12.00,6442.00,1116.00,2966.00,1092.00,35.36,-119.08,115209.36,164285.88,343078.15,334219.25,401974.85
95200.00,4.35,9.00,1228.00,234.00,409.00,212.00,35.36,-119.06,115980.87,163443.24,342132.47,335570.98,403305.72
72300.00,2.65,42.00,2508.00,483.00,1035.00,442.00,35.37,-119.03,118175.41,163205.34,341682.46,336871.54,404558.63
81300.00,3.91,41.00,1944.00,363.00,977.00,388.00,35.36,-119.03,117181.87,162209.70,340727.70,337606.25,405308.57
